MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NoBasement,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NoBasement,BsmtFinType2_Rec,BsmtFinType2_Unf,TotalPorchSF,TotalArea,LivingToLotRatio,TotalFinSF,RemodAge,GarageAge,IsNew,IsRemodeled,OverallScore,HasFireplace,HasPool,HasGarage,HasBsmt,Has2ndFloor,IsPaved
50,RL,45.0,8248,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,0.0,3,3,BrkTil,3,3,0,686,GasW,4,Y,SBrkr,0,0,1,1,1,3,1,2,7,Typ,0,Detchd,Unf,1,3,3,P,207,0,7,WD,Normal,116000,False,False,False,False,False,True,False,False,False,False,False,True,96,2216,0.15155189136760427,1250,56,51.0,0,1,5.6,0,0,1,1,1,1
20,RL,48.0,12137,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,442.0,3,3,PConc,4,3,0,1649,GasA,5,Y,SBrkr,0,0,0,2,0,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,Y,0,0,5,WD,Normal,224900,False,False,False,False,False,True,False,False,False,False,False,True,34,3908,0.13685424734283597,1661,12,12.0,0,0,6.3999999999999995,0,0,1,1,0,1
20,RL,,11425,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,0,522,GasA,4,Y,SBrkr,0,0,0,1,0,2,1,3,4,Typ,4,Attchd,RFn,1,3,3,Y,0,0,7,WD,Normal,137000,True,False,False,False,False,False,False,False,False,False,False,True,120,2291,0.08822757111597374,1494,52,52.0,0,0,5.3,1,0,1,1,0,1
20,RL,,13265,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,148.0,4,3,PConc,4,3,0,350,GasA,5,Y,SBrkr,0,1,0,2,0,3,1,4,7,Typ,4,Attchd,RFn,3,3,3,Y,150,0,7,WD,Normal,271000,False,True,False,False,False,False,False,False,False,False,False,True,59,4114,0.12732755371277799,2907,6,6.0,0,0,7.1,1,0,1,1,0,1
80,RL,80.0,8816,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,80.0,3,3,CBlock,3,3,2,506,GasA,4,Y,SBrkr,0,1,0,1,0,3,1,3,6,Typ,0,Attchd,Unf,2,3,3,Y,0,0,6,WD,Normal,155000,False,True,False,False,False,False,False,False,False,False,False,True,0,2502,0.11932849364791288,1556,39,39.0,0,0,6.299999999999999,0,0,1,1,0,1
120,RL,44.0,6371,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,128.0,4,3,PConc,4,3,1,625,GasA,5,Y,SBrkr,0,1,0,2,0,2,1,4,6,Typ,4,Attchd,RFn,2,3,3,Y,192,0,6,New,Partial,224000,False,True,False,False,False,False,False,False,False,False,False,True,35,3200,0.2131533511222728,2091,0,0.0,0,1,6.3999999999999995,1,0,1,1,0,1
60,RL,72.0,7226,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,798,GasA,5,Y,SBrkr,0,0,0,2,1,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,Y,0,0,6,WD,Normal,183000,False,False,False,False,False,True,False,False,False,False,False,True,45,3033,0.22695820647661225,1640,5,5.0,0,0,6.3999999999999995,0,0,1,1,1,1
20,RM,60.0,6000,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,2,3,CBlock,2,3,0,936,GasA,3,N,SBrkr,0,0,0,1,0,2,1,3,4,Min2,0,Detchd,Unf,2,3,3,Y,0,0,2,WD,Normal,93000,False,False,False,False,False,True,False,False,False,False,False,True,144,2448,0.156,936,56,35.0,0,0,4.0,0,0,1,1,0,1
60,RL,,12394,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,3,847,GasA,5,Y,SBrkr,0,0,0,2,1,3,1,4,7,Typ,4,BuiltIn,Fin,2,3,3,Y,100,0,10,WD,Family,225000,False,False,False,False,False,True,False,False,False,False,False,True,48,3013,0.1398257221236082,1733,4,4.0,0,0,6.3999999999999995,1,0,1,1,1,1
50,RL,60.0,9900,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,BrkTil,3,3,0,778,GasA,3,Y,SBrkr,0,0,0,2,0,3,1,3,7,Typ,4,Detchd,Unf,1,3,3,Y,335,0,7,WD,Normal,139500,False,False,False,False,False,True,False,False,False,False,False,True,0,2507,0.1504040404040404,1489,59,69.0,0,1,6.299999999999999,1,0,1,1,1,1
20,FV,81.0,11216,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,4,0,1489,GasA,5,Y,SBrkr,0,0,0,2,0,3,1,4,7,Typ,4,Attchd,RFn,2,3,3,Y,0,0,6,New,Partial,232600,False,False,False,False,False,True,False,False,False,False,False,True,140,3754,0.1327567760342368,1489,0,0.0,1,0,7.1,1,0,1,1,0,1
20,RL,114.0,14803,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,816.0,5,3,PConc,5,3,2,442,GasA,5,Y,SBrkr,0,1,0,2,0,2,1,5,7,Typ,4,Attchd,Fin,3,3,3,Y,188,0,6,New,Partial,385000,False,True,False,False,False,False,False,False,False,False,False,True,45,5382,0.14078227386340605,3720,0,1.0,0,1,8.5,1,0,1,1,0,1
45,RM,50.0,6130,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,0,0,GasA,4,Y,SBrkr,0,1,0,1,0,2,1,4,5,Typ,0,,,0,0,0,Y,0,0,5,WD,Normal,109500,False,False,False,False,False,False,False,False,False,False,False,True,116,1568,0.12789559543230017,1568,58,,0,1,5.3,0,0,0,1,0,1
20,RL,65.0,8529,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,1434,GasA,5,Y,SBrkr,0,0,0,2,0,3,1,4,6,Typ,3,Attchd,RFn,2,3,3,Y,290,0,4,WD,Normal,189000,False,True,False,False,False,False,False,False,False,False,False,True,39,3415,0.16813225466056983,1454,8,8.0,0,0,6.3999999999999995,1,0,1,1,0,1
60,RL,,28698,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,0.0,3,3,PConc,3,4,3,0,GasA,3,Y,SBrkr,0,0,1,2,1,3,1,3,7,Min2,0,Attchd,Fin,2,3,3,Y,486,0,6,WD,Abnorml,185000,False,False,True,False,False,False,False,False,False,False,False,False,225,3677,0.07408181754826121,3139,42,42.0,0,0,5.0,0,0,1,1,1,1
160,FV,24.0,2544,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,4,3,PConc,4,3,0,600,GasA,5,Y,SBrkr,80,0,0,2,1,2,1,4,4,Typ,0,Detchd,RFn,2,3,3,Y,0,0,7,WD,Normal,147400,False,False,False,False,False,True,False,False,False,False,False,True,166,2303,0.48073899371069184,1143,1,1.0,0,0,6.3999999999999995,0,0,1,1,1,1
20,RL,80.0,11900,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,387.0,3,3,CBlock,3,3,0,352,GasA,3,Y,FuseA,0,1,0,1,1,3,1,3,6,Typ,4,Attchd,RFn,2,3,3,Y,0,0,6,WD,Normal,166000,False,False,False,False,True,False,False,False,False,False,False,True,192,3242,0.11697478991596638,2432,51,51.0,0,0,5.699999999999999,1,0,1,1,0,1
160,FV,30.0,3180,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,4,3,0,600,GasA,5,Y,SBrkr,80,0,0,2,1,2,1,4,4,Typ,0,Detchd,RFn,2,3,3,Y,0,0,6,WD,Normal,151000,False,False,False,False,False,True,False,False,False,False,False,True,166,2280,0.37735849056603776,1120,1,1.0,0,0,6.3999999999999995,0,0,1,1,1,1
60,RL,44.0,9548,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,223.0,4,3,PConc,4,3,0,458,GasA,5,Y,SBrkr,0,1,0,2,1,3,1,4,7,Typ,3,Attchd,RFn,2,3,3,Y,192,0,1,WD,Normal,237000,False,True,False,False,False,False,False,False,False,False,False,True,39,3383,0.19155844155844157,2312,7,7.0,0,0,6.699999999999999,1,0,1,1,1,1
20,RL,100.0,10004,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,180.0,3,3,CBlock,3,3,0,975,GasA,3,Y,SBrkr,0,0,0,1,1,3,1,3,6,Typ,0,Attchd,RFn,2,3,3,Y,0,0,2,WD,Normal,167000,False,False,False,False,True,False,True,False,False,False,False,False,152,3504,0.15153938424630148,2057,45,45.0,0,0,5.999999999999999,0,0,1,1,0,1
20,RL,75.0,7875,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,136.0,3,3,CBlock,3,3,0,572,GasA,4,Y,SBrkr,0,1,0,1,0,3,1,3,6,Typ,0,Attchd,Unf,2,3,3,Y,0,0,9,WD,Normal,139950,False,False,False,False,True,False,False,False,False,False,False,True,0,2744,0.14526984126984127,1716,47,47.0,0,0,5.3,0,0,1,1,0,1
20,RL,60.0,9600,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,0.0,3,3,CBlock,4,3,0,625,GasA,3,Y,SBrkr,0,0,0,2,0,2,1,4,4,Min2,0,Attchd,Unf,2,3,3,Y,290,0,2,WD,Normal,128000,True,False,False,False,False,False,False,False,False,False,False,True,0,2570,0.11114583333333333,1509,15,14.0,0,1,4.9,0,0,1,1,0,1
30,RM,90.0,8100,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,BrkTil,3,3,0,1221,GasA,4,Y,SBrkr,0,1,0,1,0,2,1,3,5,Min2,0,Detchd,Unf,2,3,3,Y,0,0,6,COD,Normal,153500,False,False,False,False,True,False,False,False,False,False,False,True,346,3930,0.19246913580246913,1897,34,59.0,0,1,5.3,0,0,1,1,0,1
160,RM,21.0,1680,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,158.0,3,3,CBlock,3,3,0,153,GasA,3,Y,SBrkr,0,1,0,1,1,2,1,3,5,Typ,0,Detchd,Unf,1,3,3,Y,0,0,11,WD,Normal,100000,True,False,False,False,False,False,False,False,False,False,False,True,0,1734,0.5875,1317,35,35.0,0,0,5.699999999999999,0,0,1,1,1,1
20,RL,75.0,9525,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,0,1099,GasA,5,Y,SBrkr,0,0,0,1,1,3,1,4,6,Typ,0,Attchd,Unf,1,3,3,Y,278,0,6,WD,Normal,144000,False,False,False,False,False,True,False,False,False,False,False,True,0,2550,0.11538057742782153,1099,2,9.0,0,1,5.3,0,0,1,1,0,1
50,RL,70.0,11767,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,0,416,GasA,5,Y,SBrkr,0,0,0,1,0,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,Y,0,0,5,WD,Normal,130500,True,False,False,False,False,False,False,False,False,False,False,True,0,2208,0.10198011387779383,1552,13,62.0,0,1,5.3,0,0,1,1,1,1
70,RH,,12155,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,516,GasA,3,N,SBrkr,0,0,0,2,0,4,1,2,7,Typ,0,Detchd,Unf,1,3,3,P,0,0,3,WD,Normal,140000,True,False,False,False,False,False,False,False,False,False,False,True,254,2554,0.12192513368983957,1638,58,74.0,0,1,6.6,0,0,1,1,1,1
70,RM,60.0,10440,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,3,3,0,650,GasA,4,Y,SBrkr,0,0,0,2,0,3,1,4,8,Typ,1,Detchd,Unf,2,4,3,P,70,0,6,WD,Normal,157500,False,False,False,False,False,True,False,False,False,False,False,True,146,2875,0.14741379310344827,1539,6,25.0,0,1,5.9,1,0,1,1,1,1
80,RL,82.0,9020,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,183.0,3,3,CBlock,3,3,3,276,GasA,3,Y,SBrkr,0,1,0,1,1,3,1,3,6,Typ,0,Attchd,RFn,2,4,4,Y,0,0,5,WD,Normal,174900,False,False,False,False,True,False,False,False,False,False,False,False,129,2782,0.12915742793791574,2016,42,42.0,0,0,6.299999999999999,0,0,1,1,0,1
90,RL,80.0,8000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,0,1800,GasA,5,N,SBrkr,0,0,0,2,0,6,2,3,10,Typ,0,,,0,0,0,Y,0,0,7,WD,Normal,141000,False,False,False,False,False,True,False,False,False,False,False,True,0,3600,0.225,1800,46,,0,0,4.7,0,0,0,1,0,1
50,RM,100.0,12665,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,1,876,GasA,4,Y,SBrkr,0,0,0,1,1,4,1,3,7,Typ,4,Detchd,Unf,3,3,3,Y,418,0,6,WD,Normal,153900,False,False,False,False,False,True,False,False,False,False,False,True,194,3012,0.11180418476115278,1416,58,59.0,0,1,5.9,1,0,1,1,1,1
85,RL,,16647,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,4,3,3,0,GasA,3,Y,SBrkr,0,1,0,2,0,3,1,3,6,Min2,3,Basment,Fin,2,3,3,Y,0,0,1,WD,Normal,171000,False,False,False,False,False,False,False,False,False,False,False,True,0,3702,0.10218057307622995,3091,26,32.0,0,1,5.0,1,0,1,1,0,1
60,RL,75.0,9317,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,137.0,4,3,PConc,4,3,0,227,GasA,5,Y,SBrkr,0,1,0,2,1,3,1,4,7,Typ,3,Attchd,Unf,2,3,3,Y,234,0,7,WD,Normal,213000,False,False,False,False,False,False,False,False,False,False,False,True,264,2940,0.1905119673714715,2288,16,16.0,0,0,6.3999999999999995,1,0,1,1,1,1
20,RL,36.0,15523,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,0.0,3,3,CBlock,3,3,2,404,GasA,5,Y,SBrkr,0,1,0,1,0,3,1,3,5,Typ,2,Attchd,Unf,1,3,3,Y,0,0,8,WD,Normal,133500,True,False,False,False,False,False,False,False,False,False,False,True,0,2066,0.05565934419893062,1324,37,37.0,0,0,5.3,1,0,1,1,0,1
50,RL,75.0,45600,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,907,GasA,3,Y,SBrkr,0,0,0,3,0,5,1,3,10,Typ,4,Detchd,Unf,2,2,3,Y,486,0,9,WD,Normal,240000,False,False,False,False,False,True,False,False,False,False,False,True,215,3625,0.05171052631578947,2358,11,100.0,0,1,6.6,1,0,1,1,1,1
80,RL,80.0,9600,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,360.0,4,4,CBlock,3,3,0,528,GasA,5,Y,SBrkr,0,0,0,2,1,3,1,3,7,Typ,3,Attchd,RFn,2,3,3,Y,113,0,8,WD,Normal,187000,False,False,False,False,False,True,False,False,False,False,False,True,100,2895,0.19322916666666667,1855,13,31.0,0,1,6.299999999999999,1,0,1,1,1,1
120,RM,36.0,4435,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,170.0,4,3,PConc,4,3,2,189,GasA,5,Y,SBrkr,0,1,0,1,0,1,1,4,3,Typ,0,Attchd,Fin,2,3,3,Y,140,0,11,WD,Normal,131500,False,True,False,False,False,False,False,False,False,False,False,True,0,2116,0.19120631341600902,1507,4,4.0,0,0,5.699999999999999,0,0,1,1,0,1
120,RL,,3196,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,40.0,4,3,PConc,4,3,3,1273,GasA,5,Y,SBrkr,0,0,0,2,0,2,1,4,7,Typ,3,Attchd,Fin,2,3,3,Y,143,0,5,WD,Normal,215000,False,False,False,False,False,True,False,False,False,False,False,True,20,3129,0.4555694618272841,1456,3,3.0,0,0,7.1,1,0,1,1,0,1
75,RL,53.0,7128,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,0,554,GasA,4,Y,SBrkr,0,0,0,2,0,4,1,3,7,Typ,4,Detchd,Unf,1,3,3,Y,0,0,8,WD,Normal,164000,False,False,False,False,True,False,False,False,False,False,False,True,126,2804,0.2309203142536476,2010,57,66.0,0,1,6.3999999999999995,1,0,1,1,1,1
80,RL,,12095,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,HdBoard,115.0,3,4,CBlock,3,3,3,563,GasA,3,Y,SBrkr,0,0,0,1,1,3,1,3,7,Typ,2,Attchd,RFn,2,3,3,Y,180,0,8,WD,Normal,158000,False,False,False,False,True,False,False,False,False,False,False,True,0,3217,0.1194708557255064,2009,45,45.0,0,0,5.999999999999999,1,0,1,1,0,1
20,RL,102.0,17920,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,0.0,3,3,CBlock,3,3,1,372,GasA,3,Y,SBrkr,0,1,0,1,1,3,1,3,6,Typ,4,Attchd,Unf,2,3,3,Y,0,0,7,WD,Abnorml,170000,False,False,False,False,False,False,False,False,False,False,True,False,730,3996,0.09927455357142857,3170,32,51.0,0,1,4.7,1,0,1,1,0,1
20,RL,,6897,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,3,4,CBlock,3,3,0,381,GasA,5,Y,SBrkr,0,1,0,1,1,3,1,3,6,Typ,0,Detchd,Unf,1,3,3,Y,0,0,4,WD,Normal,127000,False,False,False,False,False,False,False,False,False,False,False,True,104,2340,0.1507901986370886,1699,0,48.0,0,1,5.9,0,0,1,1,0,1
80,RL,,10970,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,0.0,3,3,CBlock,4,4,3,0,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,5,Typ,0,Detchd,Unf,2,3,2,Y,0,0,10,WD,Normal,147000,False,True,False,False,False,False,False,False,True,False,False,False,34,2542,0.0935278030993619,1966,30,27.0,0,0,5.999999999999999,0,0,1,1,0,1
60,RL,65.0,8125,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,PConc,4,3,0,702,GasA,4,Y,SBrkr,0,0,0,2,1,3,1,3,6,Typ,3,Attchd,Fin,2,3,3,Y,0,0,3,WD,Normal,174000,False,False,False,False,False,True,False,False,False,False,False,True,36,2526,0.1822769230769231,1481,14,15.0,0,1,5.699999999999999,1,0,1,1,1,1
20,RL,80.0,10400,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,189.0,3,3,CBlock,4,3,0,1090,GasA,3,Y,SBrkr,0,0,0,2,0,3,1,3,6,Typ,3,Attchd,RFn,2,3,3,Y,0,0,6,WD,Family,152000,False,False,False,False,False,True,False,False,False,False,False,True,0,2939,0.13173076923076923,1370,33,33.0,0,0,6.3999999999999995,1,0,1,1,0,1
60,RL,,11029,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,220.0,3,3,CBlock,3,3,1,435,GasA,3,Y,SBrkr,0,1,0,2,1,4,1,4,9,Typ,4,Attchd,Unf,2,3,3,Y,0,0,8,WD,Normal,250000,True,False,False,False,False,False,False,False,False,False,False,True,287,4327,0.2406383171638408,3273,22,38.0,0,1,6.299999999999999,1,0,1,1,1,1
50,RL,55.0,7642,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,3,BrkTil,3,3,0,912,GasA,4,Y,SBrkr,0,0,0,1,1,3,1,4,7,Typ,4,Detchd,Unf,1,3,3,Y,0,0,6,WD,Normal,189950,False,False,False,False,False,True,False,False,False,False,False,True,240,2554,0.18660036639623134,1426,9,82.0,0,1,7.299999999999999,1,0,1,1,1,1
190,RL,75.0,11625,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,0.0,3,3,PConc,3,3,1,198,GasA,5,Y,SBrkr,0,1,0,1,1,3,1,3,6,Typ,0,Attchd,Unf,2,3,3,Y,0,0,4,WD,Normal,131500,True,False,False,False,False,False,False,False,False,False,False,True,0,2582,0.0893763440860215,1880,45,45.0,0,0,4.7,0,0,1,1,0,1
20,RL,81.0,9672,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,0.0,3,3,PConc,4,3,0,702,GasA,3,Y,SBrkr,0,0,0,2,0,3,1,3,6,Typ,0,Attchd,Unf,2,3,3,Y,0,0,5,WD,Normal,152000,False,True,False,False,False,False,False,False,False,False,False,True,0,2617,0.11342018196856907,1435,25,24.0,0,1,5.699999999999999,0,0,1,1,0,1
20,RL,70.0,7931,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,0.0,3,3,CBlock,3,3,0,0,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,6,Typ,0,Attchd,Unf,1,3,3,Y,0,0,7,WD,Normal,132500,True,False,False,False,False,False,False,False,False,False,False,True,0,2968,0.14474845542806708,2296,50,50.0,0,0,5.0,0,0,1,1,0,1
20,FV,72.0,8640,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,5,3,0,1372,GasA,5,Y,SBrkr,0,0,0,2,0,3,1,4,6,Typ,0,Attchd,Fin,2,3,3,Y,0,0,5,New,Partial,250580,False,False,False,False,False,True,False,False,False,False,False,True,140,3273,0.1587962962962963,1372,0,0.0,0,1,6.3999999999999995,0,0,1,1,0,1
20,RL,,8750,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,76.0,3,3,CBlock,3,3,0,174,GasA,3,Y,SBrkr,0,1,0,1,0,3,1,3,5,Typ,0,Detchd,Unf,2,3,3,Y,0,0,8,WD,Normal,148500,True,False,False,False,False,False,False,False,False,False,False,True,0,2906,0.11451428571428571,1830,39,36.0,0,0,5.3,0,0,1,1,0,1
20,RL,67.0,10656,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,274.0,4,3,PConc,4,3,2,1638,GasA,5,Y,SBrkr,0,0,0,2,0,3,1,4,6,Typ,4,Attchd,RFn,3,3,3,Y,192,0,11,New,Partial,248900,False,False,False,False,False,True,False,False,False,False,False,True,80,4154,0.15446696696696696,1646,0,0.0,0,1,7.1,1,0,1,1,0,1
20,RL,85.0,6970,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,108,GasA,3,Y,SBrkr,0,1,0,1,1,3,1,2,5,Typ,0,Attchd,RFn,2,3,3,Y,168,400,5,WD,Normal,129000,False,False,False,False,False,False,False,False,False,False,False,True,0,2704,0.1606886657101865,2052,46,46.0,0,0,4.3,0,0,1,1,0,1
60,RL,,14762,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,0.0,3,3,Slab,0,0,0,0,GasA,4,Y,SBrkr,53,0,0,2,0,2,1,3,7,Typ,3,Attchd,Unf,2,3,3,P,120,0,5,WD,Normal,169000,False,False,False,True,False,False,False,False,False,True,False,False,144,2992,0.15716027638531363,2267,56,27.0,0,1,5.3,1,0,1,0,1,1
