BsmtExposure,GarageYrBlt,MasVnrArea,OverallQual,GrLivArea,GarageType,GarageArea,Exterior2nd,1stFlrSF,2ndFlrSF,BsmtQual,FireplaceQu,KitchenQual,Neighborhood,SaleCondition,YearRemodAdd,LandContour,ExterQual,SaleType,GarageFinish,OverallCond,GarageCars,WoodDeckSF,BsmtFinSF1,LotFrontage,YearBuilt,Exterior1st,TotRmsAbvGrd,TotalBsmtSF,SalePrice
0,2007.0,340.0,9,1698,Attchd,768,CmentBd,1698,0,5,4,5,Edwards,Normal,2008,Lvl,5,WD,Fin,5,3,327,1234,86.0,2007,CemntBd,8,1698,320000
0,1989.0,0.0,4,864,Detchd,660,Plywood,864,0,3,0,4,NAmes,Normal,1970,Lvl,3,WD,Unf,6,2,96,375,60.0,1970,HdBoard,5,864,120500
0,1988.0,260.0,6,1680,Attchd,540,Plywood,1680,0,4,4,4,Crawfor,Normal,2007,Lvl,4,WD,Fin,9,2,292,808,,1988,Wd Sdng,5,880,222000
2,2007.0,82.0,7,1232,Attchd,632,VinylSd,1232,0,4,0,4,CollgCr,Normal,2007,Lvl,4,WD,RFn,5,2,132,724,64.0,2007,VinylSd,6,1232,194500
0,1968.0,95.0,5,1776,Detchd,888,VinylSd,1776,0,3,0,3,NAmes,Abnorml,1958,Lvl,3,COD,Unf,5,3,0,0,85.0,1958,VinylSd,9,1584,110000
0,1962.0,0.0,4,1208,Detchd,539,MetalSd,848,0,3,0,3,IDOTRR,Normal,1950,Lvl,3,WD,Unf,5,2,0,152,52.0,1925,MetalSd,5,780,103000
0,1995.0,0.0,8,1616,Attchd,608,CmentBd,1616,0,4,3,4,StoneBr,Normal,1996,Lvl,4,WD,RFn,5,2,237,1180,39.0,1995,CemntBd,5,1595,236500
2,2003.0,442.0,7,1146,Attchd,438,VinylSd,1146,0,5,4,4,Timber,Normal,2003,Lvl,4,WD,Fin,5,2,160,786,73.0,2003,VinylSd,6,868,187500
2,1998.0,202.0,7,2031,Attchd,541,VinylSd,1153,878,4,3,4,CollgCr,Normal,1999,Lvl,4,WD,Fin,5,2,192,252,75.0,1998,VinylSd,8,1153,222500
0,1961.0,0.0,5,1144,Attchd,264,HdBoard,1144,0,3,3,3,Sawyer,Normal,1983,Lvl,3,WD,RFn,6,1,165,594,80.0,1961,HdBoard,6,864,131400
0,1968.0,0.0,5,948,Attchd,300,Plywood,948,0,3,0,3,Sawyer,Family,1968,Lvl,3,WD,Unf,5,1,147,0,,1968,Plywood,6,948,108000
1,1914.0,0.0,7,1768,Detchd,320,Wd Sdng,880,888,4,3,3,OldTown,Normal,1970,Lvl,3,WD,Unf,7,2,0,390,60.0,1914,Wd Sdng,6,880,163000
0,1949.0,0.0,3,1040,Detchd,400,Stone,1040,0,0,0,3,NAmes,Normal,1950,Lvl,3,WD,Unf,4,2,0,0,60.0,1950,Stucco,6,0,93500
0,2005.0,0.0,8,1801,Attchd,800,VinylSd,901,900,4,4,4,Gilbert,Normal,2005,HLS,4,WD,Fin,5,3,0,0,72.0,2005,VinylSd,8,893,239900
3,,0.0,5,1200,,0,Plywood,1200,0,4,0,3,Edwards,Alloca,1988,Lvl,3,WD,,5,0,120,1200,60.0,1987,Plywood,5,1200,179000
0,2004.0,0.0,7,1728,Attchd,572,VinylSd,864,864,4,0,4,CollgCr,Normal,2004,Lvl,4,WD,RFn,5,2,187,0,65.0,2004,VinylSd,7,864,190000
0,1910.0,0.0,5,1432,Detchd,360,Wd Shng,768,664,2,0,3,OldTown,Abnorml,2002,Lvl,3,WD,Unf,7,2,270,0,60.0,1910,Wd Sdng,7,264,132000
1,1962.0,0.0,6,912,Detchd,288,HdBoard,912,0,3,0,4,Sawyer,Normal,1996,Lvl,3,WD,Unf,8,1,168,832,65.0,1961,HdBoard,5,912,142000
0,2000.0,108.0,7,1349,Attchd,539,VinylSd,1349,0,4,0,3,SawyerW,Normal,2001,Lvl,3,WD,Unf,5,2,120,0,65.0,2000,VinylSd,6,1349,179000
2,1997.0,0.0,5,1464,Attchd,480,HdBoard,1464,0,4,3,3,Sawyer,Normal,1999,Lvl,3,WD,RFn,6,2,302,444,70.0,1963,HdBoard,6,520,175000
0,1993.0,0.0,8,1337,Attchd,462,HdBoard,1337,0,4,3,4,StoneBr,Normal,1993,HLS,4,WD,RFn,5,2,96,733,41.0,1993,HdBoard,5,1337,180000
0,1994.0,289.0,8,2715,BuiltIn,831,VinylSd,1175,1540,3,3,4,NWAmes,Normal,1996,Lvl,5,WD,Fin,9,2,0,575,,1976,VinylSd,11,1142,299800
0,2000.0,0.0,7,2256,BuiltIn,554,VinylSd,980,1276,4,3,4,Gilbert,Normal,2000,Lvl,4,WD,Fin,5,2,224,300,,2000,VinylSd,8,952,236000
0,1950.0,0.0,7,2640,Detchd,864,Stucco,1320,1320,3,4,4,OldTown,Normal,2003,Lvl,4,WD,Unf,7,4,181,0,65.0,1880,Stucco,8,1240,265979
0,1996.0,338.0,7,1720,Attchd,527,VinylSd,1720,0,4,3,4,NoRidge,Normal,1996,Lvl,4,WD,Fin,5,2,240,919,59.0,1996,VinylSd,7,1720,260400
0,1945.0,0.0,4,1529,Detchd,240,Wd Shng,1088,441,0,0,3,Edwards,Normal,1950,Lvl,3,WD,Unf,3,1,92,0,50.0,1945,WdShing,9,0,98000
0,,0.0,4,1140,,0,Wd Sdng,792,348,3,0,3,OldTown,Normal,2004,Lvl,3,WD,,7,0,0,0,55.0,1910,Wd Sdng,7,576,96500
0,2003.0,0.0,7,1320,Attchd,400,VinylSd,660,660,4,0,4,Gilbert,Normal,2003,Lvl,4,WD,Fin,5,2,0,0,,2003,VinylSd,6,660,162000
3,1997.0,0.0,6,1494,Attchd,576,VinylSd,1494,0,4,0,4,CollgCr,Normal,1997,Lvl,3,WD,RFn,5,2,168,1200,79.0,1997,VinylSd,6,1479,217000
1,2005.0,178.0,8,2098,Attchd,878,VinylSd,1038,1060,4,4,5,NridgHt,Normal,2005,Lvl,4,WD,RFn,5,3,192,0,80.0,2005,VinylSd,8,1030,275500
0,1969.0,0.0,6,1026,Detchd,440,Plywood,1026,0,3,0,4,NAmes,Normal,2005,Lvl,3,WD,RFn,8,2,171,439,61.0,1969,Plywood,5,1026,156000
0,1999.0,894.0,6,1471,Detchd,440,MetalSd,742,729,4,0,3,Somerst,Normal,1999,Lvl,3,WD,Unf,5,2,0,381,34.0,1999,MetalSd,6,729,172500
2,2007.0,0.0,8,1768,Attchd,578,VinylSd,866,902,4,0,4,CollgCr,Normal,2007,Lvl,4,WD,RFn,5,2,144,20,68.0,2007,VinylSd,7,866,212000
1,1978.0,328.0,6,1386,Attchd,440,HdBoard,672,714,3,3,3,Sawyer,Abnorml,1978,Lvl,3,WD,Fin,5,2,335,438,,1978,HdBoard,6,672,158900
0,1999.0,360.0,7,1501,Detchd,440,MetalSd,757,744,4,0,3,Somerst,Normal,1999,Lvl,3,WD,Unf,5,2,0,549,24.0,1999,MetalSd,6,744,179400
2,1995.0,513.0,8,2531,Attchd,752,VinylSd,1328,1203,4,3,4,NoRidge,Normal,1995,Lvl,4,WD,RFn,5,3,222,56,65.0,1995,VinylSd,9,1318,290000
0,2008.0,0.0,6,864,Detchd,300,Wd Sdng,864,0,3,0,3,NAmes,Normal,1959,Lvl,3,WD,Unf,6,1,0,612,70.0,1959,Wd Sdng,5,864,127500
1,1965.0,0.0,5,1301,Detchd,440,Wd Sdng,1301,0,3,0,2,BrkSide,Normal,1950,Lvl,3,WD,Unf,5,2,0,405,60.0,1924,Wd Sdng,5,1145,100000
1,2009.0,0.0,7,1547,Attchd,614,VinylSd,764,783,4,0,4,Somerst,Normal,2009,Lvl,3,Con,Unf,5,2,169,24,72.0,2009,VinylSd,7,756,215200
1,1999.0,673.0,8,2365,Attchd,856,VinylSd,1268,1097,4,4,4,NoRidge,Normal,1999,Lvl,4,WD,RFn,5,3,0,1163,82.0,1999,VinylSd,8,1252,337000
2,1995.0,0.0,8,1494,Attchd,481,BrkFace,1494,0,4,4,5,Veenker,Normal,1996,Lvl,4,WD,Fin,5,2,0,437,30.0,1995,BrkFace,6,1494,270000
0,2008.0,284.0,9,1506,Attchd,592,VinylSd,1506,0,4,4,5,Somerst,Partial,2008,Lvl,4,New,Fin,5,2,0,0,75.0,2008,VinylSd,6,1498,264132
0,1988.0,42.0,7,1714,Attchd,496,HdBoard,980,734,4,3,3,NWAmes,Normal,1988,Lvl,3,WD,Unf,5,2,228,394,80.0,1988,HdBoard,7,980,196500
1,1989.0,0.0,6,1750,Attchd,423,VinylSd,983,767,4,0,3,Mitchel,Normal,1985,Lvl,3,WD,Unf,7,1,245,660,75.0,1940,VinylSd,7,983,160000
0,2004.0,0.0,7,1836,Attchd,484,VinylSd,1836,0,4,4,4,CollgCr,Normal,2005,Lvl,4,WD,Fin,5,2,120,24,70.0,2004,VinylSd,8,1860,216837
3,2003.0,603.0,8,3279,BuiltIn,841,Wd Shng,1690,1589,4,4,5,StoneBr,Normal,2003,HLS,5,WD,Fin,5,3,503,1416,47.0,2003,CemntBd,12,1650,538000
2,1983.0,0.0,5,858,Detchd,576,Wd Sdng,858,0,4,0,3,Sawyer,Normal,1982,Lvl,3,WD,Unf,5,2,120,685,,1982,Wd Sdng,5,858,134900
0,1951.0,0.0,4,1220,Detchd,396,Wd Sdng,1220,0,2,0,3,Edwards,Normal,1951,Lvl,3,COD,Unf,5,2,0,836,67.0,1951,Wd Sdng,6,836,102000
2,1976.0,0.0,6,1117,Detchd,672,Plywood,1117,0,3,3,3,Edwards,Abnorml,1976,Lvl,3,WD,Unf,5,2,144,422,94.0,1976,Plywood,6,1029,107000
0,1958.0,1.0,5,912,Attchd,275,Wd Sdng,912,0,3,0,3,NAmes,Normal,1958,Lvl,3,COD,RFn,5,1,0,456,70.0,1958,Wd Sdng,5,912,114500
2,2006.0,375.0,8,1973,Attchd,895,VinylSd,1973,0,4,4,4,NridgHt,Partial,2006,Lvl,4,New,Fin,5,3,315,0,110.0,2006,VinylSd,9,1935,395000
0,1998.0,320.0,6,1204,Attchd,412,VinylSd,1204,0,5,0,3,Mitchel,Normal,1998,Lvl,3,WD,Fin,5,2,0,866,32.0,1998,VinylSd,5,1204,162000
2,2005.0,240.0,7,1614,Attchd,865,VinylSd,1614,0,4,0,4,CollgCr,Partial,2006,Lvl,4,New,RFn,5,3,144,20,86.0,2005,VinylSd,7,1614,221500
0,1974.0,0.0,5,894,Attchd,440,Plywood,894,0,3,2,3,Sawyer,Normal,1974,Lvl,3,WD,Unf,5,2,241,762,100.0,1974,HdBoard,5,864,142500
0,1977.0,320.0,5,2020,Detchd,630,Plywood,2020,0,0,3,3,SawyerW,Normal,1977,Lvl,3,WD,Unf,5,2,0,0,60.0,1977,Plywood,10,0,144000
3,1977.0,90.0,6,1004,Attchd,504,ImStucc,1004,0,4,0,3,Mitchel,Normal,1977,Lvl,3,WD,Unf,5,2,0,975,78.0,1977,Plywood,4,975,135000
0,1995.0,38.0,7,1253,Attchd,402,HdBoard,1253,0,4,3,3,Gilbert,Normal,1996,Lvl,3,WD,Fin,5,2,220,0,63.0,1995,HdBoard,6,1237,176000
0,1992.0,0.0,6,1603,Attchd,484,VinylSd,810,793,4,0,4,SawyerW,Normal,1992,Lvl,4,WD,RFn,5,2,0,387,65.0,1992,VinylSd,7,761,175900
0,2001.0,0.0,7,1430,Attchd,605,VinylSd,1430,0,4,0,4,CollgCr,Normal,2002,Lvl,4,WD,RFn,5,2,0,0,67.0,2001,VinylSd,6,1413,187100
2,1978.0,104.0,5,1110,Attchd,602,Plywood,1110,0,4,3,4,Mitchel,Normal,1978,Lvl,3,WD,Fin,6,2,303,1097,,1978,Plywood,4,1097,165500
0,,0.0,6,1484,,0,Wd Shng,742,742,3,4,3,OldTown,Normal,2001,Lvl,3,WD,,6,0,0,0,35.0,1914,Wd Sdng,9,742,128000
0,1967.0,0.0,6,1342,Attchd,457,Wd Sdng,1342,0,3,4,3,NWAmes,Normal,1967,Lvl,3,WD,Unf,5,2,0,251,,1967,BrkFace,7,1372,161500
0,1961.0,0.0,5,1652,Detchd,416,MetalSd,966,686,2,0,3,OldTown,Normal,1950,Lvl,3,WD,Unf,6,1,0,686,60.0,1915,MetalSd,7,686,139000
0,2004.0,0.0,7,2084,BuiltIn,618,VinylSd,956,1128,4,0,4,SawyerW,Normal,2004,Lvl,4,WD,RFn,5,2,0,656,76.0,2004,VinylSd,8,956,233000
0,1954.0,0.0,4,901,Detchd,281,MetalSd,901,0,3,0,3,OldTown,Normal,2000,Lvl,3,WD,Unf,7,1,0,0,50.0,1954,MetalSd,4,901,107900
3,1966.0,157.0,6,2087,Attchd,444,HdBoard,976,1111,3,0,4,ClearCr,Normal,2007,Low,3,WD,Fin,8,2,133,568,,1966,HdBoard,9,832,187500
0,2005.0,11.0,7,1145,Attchd,397,VinylSd,1145,0,4,4,4,Blmngtn,Normal,2006,Lvl,4,WD,Fin,5,2,100,16,43.0,2005,VinylSd,5,1145,160200
2,1976.0,0.0,6,1062,Attchd,539,HdBoard,1062,0,4,3,3,Mitchel,Normal,1976,Lvl,3,WD,RFn,5,2,120,539,,1976,HdBoard,5,1029,146800
2,1997.0,0.0,7,2013,Attchd,455,MetalSd,1127,886,4,3,3,NoRidge,Normal,1997,Lvl,4,WD,Unf,5,2,180,862,92.0,1996,MetalSd,8,1117,269790
2,2007.0,140.0,8,1496,Attchd,474,CmentBd,1496,0,4,0,4,Somerst,Partial,2007,Lvl,4,New,Fin,5,2,168,0,76.0,2007,CemntBd,7,1496,225000
0,1994.0,0.0,7,1895,Attchd,409,MetalSd,1086,809,4,3,4,Gilbert,Normal,1996,Lvl,4,WD,Fin,5,2,143,0,,1994,MetalSd,7,712,194500
0,1980.0,130.0,6,1564,Attchd,476,HdBoard,888,676,4,3,3,SawyerW,Normal,1981,Lvl,3,WD,Unf,6,2,0,0,70.0,1980,HdBoard,7,650,171000
0,1977.0,148.0,6,1285,Attchd,528,Plywood,1285,0,3,3,3,Sawyer,Normal,1977,Lvl,3,WD,RFn,5,2,138,0,71.0,1977,Plywood,7,660,143500
0,1953.0,0.0,5,773,Attchd,240,VinylSd,773,0,3,0,3,NAmes,Abnorml,1953,Lvl,3,WD,Unf,5,1,0,570,57.0,1953,VinylSd,4,773,110000
0,2009.0,860.0,9,3140,BuiltIn,820,VinylSd,1966,1174,5,4,5,NridgHt,Partial,2009,Lvl,5,New,Fin,5,3,144,0,104.0,2008,VinylSd,11,1926,485000
0,1939.0,252.0,5,1768,Detchd,240,Wd Sdng,981,787,4,3,4,SWISU,Normal,1950,Lvl,3,WD,Unf,7,1,0,569,60.0,1937,Wd Sdng,7,731,175000
3,1997.0,0.0,6,1688,Attchd,603,VinylSd,616,1072,4,0,4,ClearCr,Normal,1997,HLS,3,WD,RFn,5,2,403,462,79.0,1997,VinylSd,8,616,200000
0,1957.0,0.0,4,1196,Detchd,440,MetalSd,1196,0,3,0,3,IDOTRR,Normal,1990,Lvl,3,WD,Unf,7,2,0,197,40.0,1916,MetalSd,5,1196,109900
2,2005.0,0.0,7,1456,Attchd,410,Wd Shng,728,728,4,4,4,CollgCr,Normal,2005,Lvl,4,WD,Fin,5,2,36,648,63.0,2005,WdShing,7,728,189000
3,2009.0,424.0,9,2822,BuiltIn,1020,VinylSd,1734,1088,5,4,5,NridgHt,Partial,2009,Lvl,5,New,RFn,5,3,52,0,107.0,2008,VinylSd,12,1734,582933
0,1954.0,0.0,5,1128,Attchd,286,Wd Sdng,1128,0,3,0,3,NAmes,Family,1954,Lvl,3,WD,Unf,5,1,0,812,75.0,1954,Wd Sdng,5,936,118000
0,2008.0,256.0,7,1428,Attchd,554,VinylSd,1428,0,4,0,5,Somerst,Partial,2008,Lvl,4,New,RFn,5,2,0,0,91.0,2008,VinylSd,6,1417,227680
2,1967.0,0.0,5,980,Attchd,384,VinylSd,980,0,3,0,3,NAmes,Normal,1967,Lvl,3,WD,Fin,5,1,68,400,75.0,1967,VinylSd,6,980,135500
3,1923.0,0.0,5,1576,Attchd,528,Wd Sdng,1072,504,3,3,4,BrkSide,Normal,2004,Lvl,3,WD,RFn,6,2,0,1309,144.0,1923,Wd Sdng,6,1324,223500
2,1966.0,1047.0,5,1086,Attchd,484,VinylSd,1086,0,3,4,3,NAmes,Normal,1966,Lvl,3,WD,RFn,5,2,0,516,85.0,1966,VinylSd,6,1024,159950
0,1910.0,0.0,5,2138,Detchd,360,AsbShng,1075,1063,3,0,3,OldTown,Normal,1965,Lvl,3,WD,Unf,5,2,40,0,90.0,1898,AsbShng,11,849,106000
0,1974.0,99.0,6,1309,Attchd,484,HdBoard,1309,0,3,2,4,NWAmes,Normal,1999,Lvl,3,WD,RFn,6,2,265,663,78.0,1974,HdBoard,5,1040,181000
3,2004.0,169.0,6,848,Attchd,420,VinylSd,848,0,4,4,4,CollgCr,Normal,2004,Lvl,4,ConLD,Fin,5,2,140,662,,2004,VinylSd,4,848,144500
2,1952.0,0.0,5,1044,Basment,504,Wd Sdng,1044,0,3,0,2,IDOTRR,Alloca,1952,Bnk,2,WD,Unf,5,2,0,0,66.0,1952,Wd Sdng,4,540,55993
0,1958.0,243.0,6,1442,Attchd,301,MetalSd,1442,0,3,0,3,NAmes,Normal,1958,Lvl,3,COD,RFn,6,1,0,608,75.0,1958,MetalSd,7,1442,157900
0,1955.0,0.0,5,1250,Detchd,280,Stucco,686,564,3,0,2,Edwards,Normal,1950,Lvl,3,WD,Unf,7,1,207,0,45.0,1918,Stucco,7,686,116000
0,1998.0,442.0,7,1661,Attchd,598,VinylSd,1661,0,4,0,4,CollgCr,Normal,1998,Lvl,3,WD,RFn,5,2,0,0,48.0,1998,VinylSd,6,1649,224900
0,1954.0,0.0,5,1008,Attchd,275,BrkFace,1008,0,3,4,3,NAmes,Normal,1954,Lvl,3,WD,RFn,6,1,0,486,,1954,BrkFace,4,1008,137000
0,2002.0,148.0,8,1689,Attchd,857,CmentBd,1689,0,4,4,4,Mitchel,Normal,2002,Lvl,4,WD,RFn,5,3,150,1218,,2002,CemntBd,7,1568,271000
2,1971.0,80.0,6,1052,Attchd,440,HdBoard,1052,0,3,0,3,ClearCr,Normal,1971,Lvl,3,WD,Unf,7,2,0,504,80.0,1971,HdBoard,6,1010,155000
1,2010.0,128.0,7,1358,Attchd,484,VinylSd,1358,0,4,4,4,NridgHt,Partial,2010,Lvl,4,New,RFn,5,2,192,733,44.0,2009,VinylSd,6,1358,224000
0,2003.0,0.0,7,1640,Attchd,595,VinylSd,798,842,4,0,4,CollgCr,Normal,2003,Lvl,4,WD,RFn,5,2,0,0,72.0,2003,VinylSd,6,798,183000
0,1974.0,0.0,4,936,Detchd,576,MetalSd,936,0,2,0,3,OldTown,Normal,1953,Bnk,2,WD,Unf,4,2,0,0,60.0,1953,MetalSd,4,936,93000
3,2003.0,0.0,7,1733,BuiltIn,433,VinylSd,847,886,4,4,4,Gilbert,Family,2003,Lvl,4,WD,Fin,5,2,100,0,,2003,VinylSd,7,847,225000
0,1940.0,0.0,6,1489,Detchd,240,VinylSd,944,545,3,4,3,SWISU,Normal,1950,Lvl,3,WD,Unf,7,1,335,0,60.0,1940,VinylSd,7,778,139500
0,2006.0,0.0,8,1489,Attchd,776,VinylSd,1489,0,4,4,4,Somerst,Partial,2006,Lvl,4,New,RFn,5,2,0,0,81.0,2006,VinylSd,7,1489,232600
2,2007.0,816.0,10,2084,Attchd,1220,CmentBd,2084,0,5,4,5,NridgHt,Partial,2008,Lvl,5,New,Fin,5,3,188,1636,114.0,2007,CemntBd,7,2078,385000
0,,0.0,5,784,,0,MetalSd,784,0,3,0,4,BrkSide,Normal,1950,Lvl,3,WD,,6,0,0,784,50.0,1924,MetalSd,5,784,109500
0,2001.0,0.0,7,1434,Attchd,527,VinylSd,1434,0,4,3,4,SawyerW,Normal,2001,Lvl,4,WD,RFn,5,2,290,20,65.0,2001,VinylSd,6,1454,189000
3,1967.0,0.0,5,2126,Attchd,538,Plywood,1160,966,3,0,3,ClearCr,Abnorml,1967,Low,3,WD,Fin,5,2,486,249,,1967,Plywood,7,1013,185000
0,2005.0,0.0,7,1223,Detchd,480,MetalSd,520,623,4,0,4,Somerst,Normal,2005,Lvl,4,WD,RFn,5,2,0,0,24.0,2005,MetalSd,4,600,147400
0,1957.0,387.0,6,1392,Attchd,458,HdBoard,1392,0,3,4,3,NAmes,Normal,1957,Lvl,3,WD,RFn,5,2,0,1040,80.0,1957,HdBoard,6,1392,166000
0,2005.0,0.0,7,1200,Detchd,480,MetalSd,520,600,4,0,4,Somerst,Normal,2005,Lvl,3,WD,RFn,5,2,0,0,30.0,2005,MetalSd,4,600,151000
0,2003.0,223.0,7,1829,Attchd,613,VinylSd,941,888,4,3,4,CollgCr,Normal,2003,Lvl,4,WD,RFn,6,2,192,483,44.0,2003,VinylSd,7,941,237000
0,1964.0,180.0,6,1516,Attchd,472,Plywood,1516,0,3,0,3,NAmes,Normal,1964,Lvl,3,WD,RFn,6,2,0,196,100.0,1964,HdBoard,6,1516,167000
0,1961.0,136.0,5,1144,Attchd,456,VinylSd,1144,0,3,0,3,NAmes,Normal,1961,Lvl,3,WD,Unf,6,2,0,572,75.0,1961,VinylSd,6,1144,139950
0,1996.0,0.0,4,1067,Attchd,436,HdBoard,1067,0,4,0,4,Sawyer,Normal,1995,Lvl,3,WD,Unf,7,2,290,442,60.0,1950,VinylSd,4,1067,128000
0,1948.0,0.0,5,1559,Detchd,812,VinylSd,1559,0,3,0,3,OldTown,Normal,1973,Lvl,3,COD,Unf,6,2,0,338,90.0,1948,VinylSd,5,1559,153500
0,1973.0,158.0,6,987,Detchd,264,HdBoard,483,504,3,0,3,BrDale,Normal,1973,Lvl,3,WD,Unf,5,1,0,330,21.0,1973,HdBoard,5,483,100000
0,1999.0,0.0,5,1099,Attchd,352,VinylSd,1099,0,4,0,4,CollgCr,Normal,2006,Lvl,3,WD,Unf,6,1,278,0,75.0,1995,VinylSd,6,1099,144000
0,1946.0,0.0,5,1200,Detchd,240,MetalSd,768,432,3,0,3,Edwards,Normal,1995,Lvl,3,WD,Unf,6,1,0,352,70.0,1946,MetalSd,6,768,130500
0,1934.0,0.0,6,1482,Detchd,400,Wd Sdng,810,672,3,0,2,SWISU,Normal,1950,Lvl,3,WD,Unf,8,1,0,156,,1925,Wd Sdng,7,672,140000
0,1983.0,0.0,5,1539,Detchd,686,MetalSd,958,581,3,1,4,OldTown,Normal,2002,Lvl,3,WD,Unf,8,2,70,0,60.0,1904,MetalSd,8,650,157500
3,1966.0,183.0,6,1165,Attchd,490,HdBoard,1165,0,3,0,3,NAmes,Normal,1966,Lvl,3,WD,RFn,7,2,0,312,82.0,1966,HdBoard,6,1127,174900
0,,0.0,5,1800,,0,BrkFace,1800,0,3,0,3,NAmes,Normal,1961,Lvl,3,WD,,4,0,0,0,80.0,1961,BrkFace,10,1800,141000
1,1949.0,0.0,5,1416,Detchd,720,Wd Sdng,876,540,3,4,3,OldTown,Normal,1950,Lvl,3,WD,Unf,8,3,418,0,100.0,1915,Wd Sdng,7,876,153900
3,1975.0,0.0,5,1701,Basment,611,HdBoard,1701,0,4,3,3,Sawyer,Normal,1981,Lvl,3,WD,Fin,5,2,0,1390,,1975,HdBoard,6,1390,171000
0,1993.0,137.0,7,1775,Attchd,425,HdBoard,1006,769,4,3,4,SawyerW,Normal,1993,Lvl,4,WD,Unf,5,2,234,513,75.0,1993,HdBoard,7,740,213000
2,1972.0,0.0,5,864,Attchd,338,Plywood,864,0,3,2,3,CollgCr,Normal,1972,Lvl,3,WD,Unf,6,1,0,460,36.0,1972,HdBoard,5,864,133500
0,1908.0,0.0,6,2358,Detchd,360,Wd Sdng,1307,1051,3,4,3,ClearCr,Normal,1997,Bnk,3,WD,Unf,8,2,486,0,75.0,1908,Wd Sdng,10,907,240000
0,1976.0,360.0,6,1855,Attchd,512,Plywood,1094,761,3,3,3,Veenker,Normal,1994,Lvl,4,WD,RFn,7,2,113,0,80.0,1976,Plywood,7,528,187000
2,2003.0,170.0,6,848,Attchd,420,VinylSd,848,0,4,0,4,CollgCr,Normal,2003,Lvl,4,WD,Fin,5,2,140,659,36.0,2003,VinylSd,3,848,131500
3,2003.0,40.0,8,1456,Attchd,400,VinylSd,1456,0,4,3,4,Blmngtn,Normal,2003,Lvl,4,WD,Fin,5,2,143,0,,2003,VinylSd,7,1273,215000
0,1941.0,0.0,7,1646,Detchd,240,MetalSd,918,728,3,4,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,5,1,0,364,53.0,1941,MetalSd,7,918,164000
3,1964.0,115.0,6,1445,Attchd,645,HdBoard,1445,0,3,2,3,NAmes,Normal,1964,Lvl,3,WD,RFn,6,2,180,564,,1964,MetalSd,7,1127,158000
1,1955.0,0.0,5,1779,Attchd,454,Plywood,1779,0,3,4,3,Sawyer,Abnorml,1974,Lvl,3,WD,Unf,4,2,0,306,102.0,1955,Wd Sdng,6,1763,170000
0,1962.0,0.0,5,1040,Detchd,260,HdBoard,1040,0,3,0,3,Sawyer,Normal,2010,Lvl,3,WD,Unf,8,1,0,659,,1962,HdBoard,6,1040,127000
3,1981.0,0.0,6,1026,Detchd,576,HdBoard,1026,0,4,0,3,CollgCr,Normal,1978,Low,3,WD,Unf,6,2,0,505,,1978,Plywood,5,940,147000
0,1994.0,0.0,6,1481,Attchd,343,HdBoard,702,779,4,3,3,Gilbert,Normal,1995,Lvl,3,WD,Fin,5,2,0,0,65.0,1994,HdBoard,6,702,174000
0,1976.0,189.0,7,1370,Attchd,479,HdBoard,1370,0,4,3,3,NWAmes,Family,1976,Lvl,3,WD,RFn,5,2,0,0,80.0,1976,HdBoard,6,1090,152000
1,1968.0,220.0,6,2654,Attchd,619,HdBoard,1512,1142,3,4,4,NWAmes,Normal,1984,Lvl,3,WD,Unf,7,2,0,619,,1968,HdBoard,9,1054,250000
0,1925.0,0.0,7,1426,Detchd,216,Wd Sdng,912,514,3,4,4,Crawfor,Normal,1998,Lvl,4,WD,Unf,8,1,0,0,55.0,1918,Wd Sdng,7,912,189950
1,1965.0,0.0,5,1039,Attchd,504,HdBoard,1039,0,3,0,3,Sawyer,Normal,1965,Lvl,3,WD,Unf,4,2,0,841,75.0,1965,Plywood,6,1039,131500
0,1986.0,0.0,6,1097,Attchd,480,Plywood,1097,0,4,0,3,SawyerW,Normal,1985,Lvl,3,WD,Unf,5,2,0,338,81.0,1984,HdBoard,6,1040,152000
0,1959.0,0.0,5,1148,Attchd,672,Plywood,1148,0,3,0,3,NAmes,Normal,1959,Lvl,3,WD,Unf,5,1,0,1148,70.0,1959,BrkFace,6,1148,132500
0,2008.0,0.0,7,1372,Attchd,529,VinylSd,1372,0,5,0,4,Somerst,Partial,2008,Lvl,4,New,Fin,5,2,0,0,72.0,2007,VinylSd,6,1372,250580
0,1973.0,76.0,5,1002,Detchd,902,MetalSd,1002,0,3,0,3,NAmes,Normal,1970,Lvl,3,WD,Unf,6,2,0,828,,1970,MetalSd,5,1002,148500
2,2007.0,274.0,8,1646,Attchd,870,VinylSd,1646,0,4,4,4,Timber,Partial,2007,HLS,4,New,RFn,5,3,192,0,67.0,2006,VinylSd,6,1638,248900
0,1961.0,0.0,4,1120,Attchd,544,VinylSd,1120,0,3,0,2,Sawyer,Normal,1961,Lvl,3,WD,RFn,5,2,168,932,85.0,1961,VinylSd,5,1040,129000
0,1979.0,0.0,5,2320,Attchd,672,Plywood,1547,720,0,3,3,Gilbert,Normal,1950,Lvl,3,WD,Unf,6,2,120,0,,1948,Plywood,7,0,169000
0,1993.0,246.0,7,1949,Attchd,574,MetalSd,1062,887,4,3,4,SawyerW,Normal,1994,Lvl,4,WD,Fin,5,2,156,750,80.0,1993,MetalSd,8,1050,236000
