RemodAge,TotalArea,BsmtExposure,MasVnrArea,GarageType,LotArea,FireplaceQu,Exterior2nd,BsmtQual,TotalFinSF,KitchenQual,Neighborhood,SaleCondition,FullBath,GarageAge,HouseStyle,MSZoning,LandContour,SaleType,GarageFinish,Foundation,GarageCars,WoodDeckSF,OverallScore,LotFrontage,Exterior1st,TotRmsAbvGrd,SalePrice
39,2388,0,0.0,Detchd,6960,0,Plywood,3,1478,4,NAmes,Normal,1,20.0,1Story,RL,Lvl,WD,Unf,CBlock,2,96,4.6,60.0,HdBoard,5,120500
2,3100,0,260.0,Attchd,21695,4,Plywood,4,2488,4,Crawfor,Normal,2,21.0,1Story,RL,Lvl,WD,Fin,CBlock,2,292,6.899999999999999,,Wd Sdng,5,222000
2,3096,2,82.0,Attchd,7314,0,VinylSd,4,1956,4,CollgCr,Normal,2,2.0,1Story,RL,Lvl,WD,RFn,PConc,2,132,6.3999999999999995,64.0,VinylSd,6,194500
51,4248,0,95.0,Detchd,11475,0,VinylSd,3,1776,3,NAmes,Abnorml,2,41.0,1Story,RL,Lvl,COD,Unf,CBlock,3,0,5.0,85.0,VinylSd,9,110000
59,2527,0,0.0,Detchd,6240,0,MetalSd,3,1000,3,IDOTRR,Normal,1,47.0,1.5Fin,RM,Lvl,WD,Unf,CBlock,2,0,4.3,52.0,MetalSd,5,103000
14,3819,0,0.0,Attchd,5389,3,CmentBd,4,2796,4,StoneBr,Normal,2,15.0,1Story,RL,Lvl,WD,RFn,PConc,2,237,7.1,39.0,CemntBd,5,236500
4,2452,2,442.0,Attchd,9590,4,VinylSd,5,1932,4,Timber,Normal,2,4.0,SLvl,RL,Lvl,WD,Fin,PConc,2,160,6.3999999999999995,73.0,VinylSd,6,187500
9,3725,2,202.0,Attchd,11404,3,VinylSd,4,2283,4,CollgCr,Normal,2,10.0,2Story,RL,Lvl,WD,Fin,PConc,2,192,6.3999999999999995,75.0,VinylSd,8,222500
26,2272,0,0.0,Attchd,10000,3,HdBoard,3,1738,3,Sawyer,Normal,1,48.0,1Story,RL,Lvl,WD,RFn,CBlock,1,165,5.3,80.0,HdBoard,6,131400
39,2196,0,0.0,Attchd,8978,0,Plywood,3,948,3,Sawyer,Family,1,39.0,1Story,RL,Lvl,WD,Unf,PConc,1,147,5.0,,Plywood,6,108000
36,2968,1,0.0,Detchd,10800,3,Wd Sdng,4,2158,3,OldTown,Normal,1,92.0,2.5Unf,RM,Lvl,WD,Unf,BrkTil,2,0,7.0,60.0,Wd Sdng,6,163000
56,1440,0,0.0,Detchd,8544,0,Stone,0,1040,3,NAmes,Normal,2,57.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,3.3,60.0,Stucco,6,93500
1,3494,0,0.0,Attchd,10463,4,VinylSd,4,1801,4,Gilbert,Normal,2,1.0,2Story,RL,HLS,WD,Fin,PConc,3,0,7.1,72.0,VinylSd,8,239900
21,2400,3,0.0,,10800,0,Plywood,4,2400,3,Edwards,Alloca,3,,1Story,RL,Lvl,WD,,CBlock,0,120,5.0,60.0,Plywood,5,179000
5,3164,0,0.0,Attchd,9313,0,VinylSd,4,1728,4,CollgCr,Normal,2,5.0,2Story,RL,Lvl,WD,RFn,PConc,2,187,6.3999999999999995,65.0,VinylSd,7,190000
5,2056,0,0.0,Detchd,9600,0,Wd Shng,2,1432,3,OldTown,Abnorml,2,97.0,2Story,RM,Lvl,WD,Unf,BrkTil,2,270,5.6,60.0,Wd Sdng,7,132000
12,2112,1,0.0,Detchd,6768,0,HdBoard,3,1744,4,Sawyer,Normal,1,46.0,1Story,RL,Lvl,WD,Unf,CBlock,1,168,6.6,65.0,HdBoard,5,142000
6,3237,0,108.0,Attchd,8450,0,VinylSd,4,1349,3,SawyerW,Normal,2,7.0,1Story,RL,Lvl,WD,Unf,PConc,2,120,6.3999999999999995,65.0,VinylSd,6,179000
10,2464,2,0.0,Attchd,12886,3,HdBoard,4,1908,3,Sawyer,Normal,2,12.0,SLvl,RL,Lvl,WD,RFn,CBlock,2,302,5.3,70.0,HdBoard,6,175000
15,3136,0,0.0,Attchd,5395,3,HdBoard,4,2070,4,StoneBr,Normal,2,15.0,1Story,RL,HLS,WD,RFn,PConc,2,96,7.1,41.0,HdBoard,5,180000
12,4688,0,289.0,BuiltIn,8963,3,VinylSd,3,3370,4,NWAmes,Normal,3,14.0,2Story,RL,Lvl,WD,Fin,CBlock,2,0,8.299999999999999,,VinylSd,11,299800
9,3762,0,0.0,BuiltIn,8795,3,VinylSd,4,2556,4,Gilbert,Normal,2,9.0,2Story,RL,Lvl,WD,Fin,PConc,2,224,6.3999999999999995,,VinylSd,8,236000
6,4744,0,0.0,Detchd,11700,4,Stucco,3,2640,4,OldTown,Normal,1,59.0,2Story,RM,Lvl,WD,Unf,Stone,4,181,7.0,65.0,Stucco,8,265979
14,3967,0,338.0,Attchd,10593,3,VinylSd,4,2639,4,NoRidge,Normal,2,14.0,1Story,RL,Lvl,WD,Fin,PConc,2,240,6.3999999999999995,59.0,VinylSd,7,260400
59,1769,0,0.0,Detchd,8405,0,Wd Shng,0,1529,3,Edwards,Normal,2,64.0,1.5Fin,RL,Lvl,WD,Unf,Slab,1,92,3.6999999999999997,50.0,WdShing,9,98000
6,1716,0,0.0,,8800,0,Wd Sdng,3,1140,3,OldTown,Normal,1,,1.5Fin,RM,Lvl,WD,,BrkTil,0,0,4.9,55.0,Wd Sdng,7,96500
4,2380,0,0.0,Attchd,7750,0,VinylSd,4,1320,4,Gilbert,Normal,2,4.0,2Story,RL,Lvl,WD,Fin,PConc,2,0,6.3999999999999995,,VinylSd,6,162000
9,3549,3,0.0,Attchd,9236,0,VinylSd,4,2694,4,CollgCr,Normal,2,9.0,1Story,RL,Lvl,WD,RFn,PConc,2,168,5.699999999999999,79.0,VinylSd,6,217000
1,4006,1,178.0,Attchd,10240,4,VinylSd,4,2098,5,NridgHt,Normal,2,1.0,2Story,RL,Lvl,WD,RFn,PConc,3,192,7.1,80.0,VinylSd,8,275500
4,2492,0,0.0,Detchd,7930,0,Plywood,3,1937,4,NAmes,Normal,1,40.0,1Story,RL,Lvl,WD,RFn,CBlock,2,171,6.6,61.0,Plywood,5,156000
10,2640,0,894.0,Detchd,3230,0,MetalSd,4,1852,3,Somerst,Normal,2,10.0,2Story,FV,Lvl,WD,Unf,PConc,2,0,5.699999999999999,34.0,MetalSd,6,172500
2,3212,2,0.0,Attchd,10769,0,VinylSd,4,1788,4,CollgCr,Normal,2,2.0,2Story,RL,Lvl,WD,RFn,PConc,2,144,7.1,68.0,VinylSd,7,212000
32,2498,1,328.0,Attchd,11616,3,HdBoard,3,1824,3,Sawyer,Abnorml,2,32.0,2Story,RL,Lvl,WD,Fin,CBlock,2,335,5.699999999999999,,HdBoard,6,158900
9,2685,0,360.0,Detchd,2280,0,MetalSd,4,2050,3,Somerst,Normal,2,9.0,2Story,FV,Lvl,WD,Unf,PConc,2,0,6.3999999999999995,24.0,MetalSd,6,179400
12,4601,2,513.0,Attchd,12257,3,VinylSd,4,2651,4,NoRidge,Normal,2,12.0,2Story,RL,Lvl,WD,RFn,PConc,3,222,7.1,65.0,VinylSd,9,290000
50,2028,0,0.0,Detchd,9100,0,Wd Sdng,3,1476,3,NAmes,Normal,1,1.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.999999999999999,70.0,Wd Sdng,5,127500
59,2886,1,0.0,Detchd,6911,0,Wd Sdng,3,1706,2,BrkSide,Normal,1,44.0,1Story,RM,Lvl,WD,Unf,PConc,2,0,5.0,60.0,Wd Sdng,5,100000
1,2917,1,0.0,Attchd,8640,0,VinylSd,4,1571,4,Somerst,Normal,2,1.0,2Story,FV,Lvl,Con,Unf,PConc,2,169,6.3999999999999995,72.0,VinylSd,7,215200
10,4473,1,673.0,Attchd,9430,4,VinylSd,4,3528,4,NoRidge,Normal,2,10.0,2Story,RL,Lvl,WD,RFn,PConc,3,0,7.1,82.0,VinylSd,8,337000
10,3469,2,0.0,Attchd,9549,4,BrkFace,4,2988,5,Veenker,Normal,1,11.0,1Story,RL,Lvl,WD,Fin,PConc,2,0,7.1,30.0,BrkFace,6,270000
0,3596,0,284.0,Attchd,14587,4,VinylSd,4,1506,5,Somerst,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,2,0,7.8,75.0,VinylSd,6,264132
22,3190,0,42.0,Attchd,10421,3,HdBoard,4,2108,3,NWAmes,Normal,2,22.0,2Story,RL,Lvl,WD,Unf,CBlock,2,228,6.3999999999999995,80.0,HdBoard,7,196500
23,3156,1,0.0,Attchd,12508,0,VinylSd,4,2410,3,Mitchel,Normal,2,19.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,245,6.299999999999999,75.0,VinylSd,7,160000
1,4180,0,0.0,Attchd,9100,4,VinylSd,4,1860,4,CollgCr,Normal,2,2.0,1Story,RL,Lvl,WD,Fin,PConc,2,120,6.3999999999999995,70.0,VinylSd,8,216837
7,5770,3,603.0,BuiltIn,53504,4,Wd Shng,4,4695,5,StoneBr,Normal,3,7.0,2Story,RL,HLS,WD,Fin,PConc,3,503,7.1,47.0,CemntBd,12,538000
27,2292,2,0.0,Detchd,7252,0,Wd Sdng,4,1543,3,Sawyer,Normal,1,26.0,SFoyer,RL,Lvl,WD,Unf,CBlock,2,120,5.0,,Wd Sdng,5,134900
55,2452,0,0.0,Detchd,8877,0,Wd Sdng,2,2056,3,Edwards,Normal,1,55.0,1Story,RL,Lvl,COD,Unf,CBlock,2,0,4.3,67.0,Wd Sdng,6,102000
34,2818,2,0.0,Detchd,7819,3,Plywood,3,1666,3,Edwards,Abnorml,1,34.0,SLvl,RL,Lvl,WD,Unf,CBlock,2,144,5.699999999999999,94.0,Plywood,6,107000
49,2099,0,1.0,Attchd,10150,0,Wd Sdng,3,1368,3,NAmes,Normal,1,49.0,1Story,RL,Lvl,COD,RFn,CBlock,1,0,5.0,70.0,Wd Sdng,5,114500
1,4803,2,375.0,Attchd,14226,4,VinylSd,4,1973,4,NridgHt,Partial,2,1.0,1Story,RL,Lvl,New,Fin,PConc,3,315,7.1,110.0,VinylSd,9,395000
11,2820,0,320.0,Attchd,4500,0,VinylSd,5,2070,3,Mitchel,Normal,2,11.0,1Story,RM,Lvl,WD,Fin,PConc,2,0,5.699999999999999,32.0,VinylSd,5,162000
0,4093,2,240.0,Attchd,11210,0,VinylSd,4,1634,4,CollgCr,Partial,2,1.0,1Story,RL,Lvl,New,RFn,PConc,3,144,6.3999999999999995,86.0,VinylSd,7,221500
32,2198,0,0.0,Attchd,13350,2,Plywood,3,1656,3,Sawyer,Normal,1,32.0,1Story,RL,Lvl,WD,Unf,CBlock,2,241,5.0,100.0,HdBoard,5,142500
30,2650,0,320.0,Detchd,8400,3,Plywood,0,2020,3,SawyerW,Normal,2,30.0,1Story,RH,Lvl,WD,Unf,Slab,2,0,5.0,60.0,Plywood,10,144000
29,2483,3,90.0,Attchd,10530,0,ImStucc,4,1979,3,Mitchel,Normal,1,29.0,SFoyer,RL,Lvl,WD,Unf,CBlock,2,0,5.699999999999999,78.0,Plywood,4,135000
11,2892,0,38.0,Attchd,7875,3,HdBoard,4,1253,3,Gilbert,Normal,2,12.0,1Story,RL,Lvl,WD,Fin,PConc,2,220,6.3999999999999995,63.0,HdBoard,6,176000
14,2848,0,0.0,Attchd,7153,0,VinylSd,4,1990,4,SawyerW,Normal,2,14.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,5.699999999999999,65.0,VinylSd,7,175900
7,3448,0,0.0,Attchd,16285,0,VinylSd,4,1430,4,CollgCr,Normal,2,8.0,1Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,67.0,VinylSd,6,187100
31,2809,2,104.0,Attchd,9101,3,Plywood,4,2207,4,Mitchel,Normal,1,31.0,SFoyer,RL,Lvl,WD,Fin,PConc,2,303,5.3,,Plywood,4,165500
7,2226,0,0.0,,6300,4,Wd Shng,3,1484,3,OldTown,Normal,2,,2.5Unf,RM,Lvl,WD,,CBlock,0,0,5.999999999999999,35.0,Wd Sdng,9,128000
42,3171,0,0.0,Attchd,9790,4,Wd Sdng,3,2223,3,NWAmes,Normal,2,42.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.699999999999999,,BrkFace,7,161500
60,2754,0,0.0,Detchd,10800,0,MetalSd,2,2338,3,OldTown,Normal,2,49.0,1.5Fin,RM,Lvl,WD,Unf,PConc,1,0,5.3,60.0,MetalSd,7,139000
6,3658,0,0.0,BuiltIn,10142,0,VinylSd,4,2740,4,SawyerW,Normal,2,6.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,76.0,VinylSd,8,233000
8,2083,0,0.0,Detchd,6000,0,MetalSd,3,901,3,OldTown,Normal,1,54.0,1Story,RM,Lvl,WD,Unf,CBlock,1,0,4.9,50.0,MetalSd,4,107900
0,3363,3,157.0,Attchd,12205,0,HdBoard,3,2655,4,ClearCr,Normal,2,41.0,2Story,RL,Low,WD,Fin,CBlock,2,133,6.6,,HdBoard,9,187500
3,2687,0,11.0,Attchd,3182,4,VinylSd,4,1161,4,Blmngtn,Normal,2,4.0,1Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,43.0,VinylSd,5,160200
31,2630,2,0.0,Attchd,11333,3,HdBoard,4,1601,3,Mitchel,Normal,1,31.0,SLvl,RL,Lvl,WD,RFn,PConc,2,120,5.699999999999999,,HdBoard,5,146800
10,3585,2,0.0,Attchd,9920,3,MetalSd,4,2875,3,NoRidge,Normal,2,10.0,2Story,RL,Lvl,WD,Unf,PConc,2,180,6.3999999999999995,92.0,MetalSd,8,269790
0,3466,2,140.0,Attchd,9158,0,CmentBd,4,1496,4,Somerst,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,2,168,7.1,76.0,CemntBd,7,225000
12,3016,0,0.0,Attchd,10832,3,MetalSd,4,1895,4,Gilbert,Normal,2,14.0,2Story,RL,Lvl,WD,Fin,PConc,2,143,6.3999999999999995,,MetalSd,7,194500
29,2690,0,130.0,Attchd,8400,3,HdBoard,4,1564,3,SawyerW,Normal,2,30.0,2Story,RL,Lvl,WD,Unf,CBlock,2,0,5.999999999999999,70.0,HdBoard,7,171000
30,2473,0,148.0,Attchd,8197,3,Plywood,3,1285,3,Sawyer,Normal,1,30.0,1Story,RL,Lvl,WD,RFn,CBlock,2,138,5.699999999999999,71.0,Plywood,7,143500
55,1786,0,0.0,Attchd,7677,0,VinylSd,3,1343,3,NAmes,Abnorml,1,55.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,57.0,VinylSd,4,110000
0,5886,0,860.0,BuiltIn,13518,4,VinylSd,5,3140,5,NridgHt,Partial,3,0.0,2Story,RL,Lvl,New,Fin,PConc,3,144,7.8,104.0,VinylSd,11,485000
57,2739,0,252.0,Detchd,7200,3,Wd Sdng,4,2337,4,SWISU,Normal,1,68.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,5.6,60.0,Wd Sdng,7,175000
11,2907,3,0.0,Attchd,12798,0,VinylSd,4,2150,4,ClearCr,Normal,2,11.0,2Story,RL,HLS,WD,RFn,PConc,2,403,5.699999999999999,79.0,VinylSd,8,200000
17,2832,0,0.0,Detchd,4800,0,MetalSd,3,1393,3,IDOTRR,Normal,1,50.0,1Story,RM,Lvl,WD,Unf,CBlock,2,0,4.9,40.0,MetalSd,5,109900
3,2594,2,0.0,Attchd,8199,4,Wd Shng,4,2104,4,CollgCr,Normal,2,3.0,2Story,RL,Lvl,WD,Fin,PConc,2,36,6.3999999999999995,63.0,WdShing,7,189000
0,5576,3,424.0,BuiltIn,13891,4,VinylSd,5,2822,5,NridgHt,Partial,3,0.0,2Story,RL,Lvl,New,RFn,PConc,3,52,7.8,107.0,VinylSd,12,582933
52,2350,0,0.0,Attchd,9000,0,Wd Sdng,3,1940,3,NAmes,Family,1,52.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,75.0,Wd Sdng,5,118000
0,3399,0,256.0,Attchd,12274,0,VinylSd,4,1428,5,Somerst,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,2,0,6.3999999999999995,91.0,VinylSd,6,227680
39,2344,2,0.0,Attchd,9750,0,VinylSd,3,1860,3,NAmes,Normal,2,39.0,SLvl,RL,Lvl,WD,Fin,PConc,1,68,5.0,75.0,VinylSd,6,135500
5,3428,3,0.0,Attchd,21384,3,Wd Sdng,3,2885,4,BrkSide,Normal,1,86.0,2Story,RL,Lvl,WD,RFn,CBlock,2,0,5.3,144.0,Wd Sdng,6,223500
40,2594,2,1047.0,Attchd,13400,4,VinylSd,3,1730,3,NAmes,Normal,1,40.0,SLvl,RL,Lvl,WD,RFn,CBlock,2,0,5.0,85.0,VinylSd,6,159950
44,3347,0,0.0,Detchd,8100,0,AsbShng,3,2138,3,OldTown,Normal,2,99.0,2.5Unf,RM,Lvl,WD,Unf,PConc,2,40,5.0,90.0,AsbShng,11,106000
7,2833,0,99.0,Attchd,10140,2,HdBoard,3,2349,4,NWAmes,Normal,1,32.0,1Story,RL,Lvl,WD,RFn,CBlock,2,265,5.999999999999999,78.0,HdBoard,5,181000
4,2116,3,169.0,Attchd,4438,4,VinylSd,4,1510,4,CollgCr,Normal,1,4.0,1Story,RM,Lvl,ConLD,Fin,PConc,2,140,5.699999999999999,,VinylSd,4,144500
58,2088,2,0.0,Basment,8712,0,Wd Sdng,3,1044,2,IDOTRR,Alloca,1,58.0,1Story,C (all),Bnk,WD,Unf,CBlock,2,0,5.0,66.0,Wd Sdng,4,55993
49,3185,0,243.0,Attchd,9750,0,MetalSd,3,2050,3,NAmes,Normal,1,49.0,1Story,RL,Lvl,COD,RFn,CBlock,1,0,5.999999999999999,75.0,MetalSd,7,157900
56,2216,0,0.0,Detchd,8248,0,Stucco,3,1250,2,Edwards,Normal,1,51.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,207,5.6,45.0,Stucco,7,116000
12,3908,0,442.0,Attchd,12137,0,VinylSd,4,1661,4,CollgCr,Normal,2,12.0,1Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,48.0,VinylSd,6,224900
52,2291,0,0.0,Attchd,11425,4,BrkFace,3,1494,3,NAmes,Normal,1,52.0,1Story,RL,Lvl,WD,RFn,CBlock,1,0,5.3,,BrkFace,4,137000
6,4114,0,148.0,Attchd,13265,4,CmentBd,4,2907,4,Mitchel,Normal,2,6.0,1Story,RL,Lvl,WD,RFn,PConc,3,150,7.1,,CemntBd,7,271000
39,2502,2,80.0,Attchd,8816,0,HdBoard,3,1556,3,ClearCr,Normal,1,39.0,SLvl,RL,Lvl,WD,Unf,CBlock,2,0,6.299999999999999,80.0,HdBoard,6,155000
0,3200,1,128.0,Attchd,6371,4,VinylSd,4,2091,4,NridgHt,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,2,192,6.3999999999999995,44.0,VinylSd,6,224000
5,3033,0,0.0,Attchd,7226,0,VinylSd,4,1640,4,CollgCr,Normal,2,5.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,72.0,VinylSd,6,183000
56,2448,0,0.0,Detchd,6000,0,MetalSd,2,936,3,OldTown,Normal,1,35.0,1Story,RM,Bnk,WD,Unf,CBlock,2,0,4.0,60.0,MetalSd,4,93000
4,3013,3,0.0,BuiltIn,12394,4,VinylSd,4,1733,4,Gilbert,Family,2,4.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,,VinylSd,7,225000
59,2507,0,0.0,Detchd,9900,4,VinylSd,3,1489,3,SWISU,Normal,2,69.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,335,6.299999999999999,60.0,VinylSd,7,139500
0,3754,0,0.0,Attchd,11216,4,VinylSd,4,1489,4,Somerst,Partial,2,0.0,1Story,FV,Lvl,New,RFn,PConc,2,0,7.1,81.0,VinylSd,7,232600
0,5382,2,816.0,Attchd,14803,4,CmentBd,5,3720,5,NridgHt,Partial,2,1.0,1Story,RL,Lvl,New,Fin,PConc,3,188,8.5,114.0,CemntBd,7,385000
58,1568,0,0.0,,6130,0,MetalSd,3,1568,4,BrkSide,Normal,1,,1.5Unf,RM,Lvl,WD,,BrkTil,0,0,5.3,50.0,MetalSd,5,109500
8,3415,0,0.0,Attchd,8529,3,VinylSd,4,1454,4,SawyerW,Normal,2,8.0,1Story,RL,Lvl,WD,RFn,PConc,2,290,6.3999999999999995,65.0,VinylSd,6,189000
42,3677,3,0.0,Attchd,28698,0,Plywood,3,3139,3,ClearCr,Abnorml,2,42.0,2Story,RL,Low,WD,Fin,PConc,2,486,5.0,,Plywood,7,185000
1,2303,0,0.0,Detchd,2544,0,MetalSd,4,1143,4,Somerst,Normal,2,1.0,2Story,FV,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,24.0,MetalSd,4,147400
51,3242,0,387.0,Attchd,11900,4,HdBoard,3,2432,3,NAmes,Normal,1,51.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.699999999999999,80.0,HdBoard,6,166000
1,2280,0,0.0,Detchd,3180,0,MetalSd,4,1120,4,Somerst,Normal,2,1.0,2Story,FV,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,30.0,MetalSd,4,151000
7,3383,0,223.0,Attchd,9548,3,VinylSd,4,2312,4,CollgCr,Normal,2,7.0,2Story,RL,Lvl,WD,RFn,PConc,2,192,6.699999999999999,44.0,VinylSd,7,237000
45,3504,0,180.0,Attchd,10004,0,Plywood,3,2057,3,NAmes,Normal,1,45.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.999999999999999,100.0,HdBoard,6,167000
47,2744,0,136.0,Attchd,7875,0,VinylSd,3,1716,3,NAmes,Normal,1,47.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.3,75.0,VinylSd,6,139950
15,2570,0,0.0,Attchd,9600,0,HdBoard,4,1509,4,Sawyer,Normal,2,14.0,1Story,RL,Lvl,WD,Unf,CBlock,2,290,4.9,60.0,VinylSd,4,128000
34,3930,0,0.0,Detchd,8100,0,VinylSd,3,1897,3,OldTown,Normal,1,59.0,1Story,RM,Lvl,COD,Unf,BrkTil,2,0,5.3,90.0,VinylSd,5,153500
35,1734,0,158.0,Detchd,1680,0,HdBoard,3,1317,3,BrDale,Normal,1,35.0,2Story,RM,Lvl,WD,Unf,CBlock,1,0,5.699999999999999,21.0,HdBoard,5,100000
2,2550,0,0.0,Attchd,9525,0,VinylSd,4,1099,4,CollgCr,Normal,1,9.0,1Story,RL,Lvl,WD,Unf,PConc,1,278,5.3,75.0,VinylSd,6,144000
13,2208,0,0.0,Detchd,11767,0,MetalSd,3,1552,3,Edwards,Normal,1,62.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.3,70.0,MetalSd,6,130500
58,2554,0,0.0,Detchd,12155,0,Wd Sdng,3,1638,2,SWISU,Normal,2,74.0,2Story,RH,Lvl,WD,Unf,BrkTil,1,0,6.6,,Wd Sdng,7,140000
6,2875,0,0.0,Detchd,10440,1,MetalSd,3,1539,4,OldTown,Normal,2,25.0,2Story,RM,Lvl,WD,Unf,PConc,2,70,5.9,60.0,MetalSd,8,157500
42,2782,3,183.0,Attchd,9020,0,HdBoard,3,2016,3,NAmes,Normal,1,42.0,SLvl,RL,Lvl,WD,RFn,CBlock,2,0,6.299999999999999,82.0,HdBoard,6,174900
46,3600,0,0.0,,8000,0,BrkFace,3,1800,3,NAmes,Normal,2,,1Story,RL,Lvl,WD,,CBlock,0,0,4.7,80.0,BrkFace,10,141000
58,3012,1,0.0,Detchd,12665,4,Wd Sdng,3,1416,3,OldTown,Normal,1,59.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,3,418,5.9,100.0,Wd Sdng,7,153900
26,3702,3,0.0,Basment,16647,3,HdBoard,4,3091,3,Sawyer,Normal,2,32.0,SFoyer,RL,Lvl,WD,Fin,CBlock,2,0,5.0,,HdBoard,6,171000
16,2940,0,137.0,Attchd,9317,3,HdBoard,4,2288,4,SawyerW,Normal,2,16.0,2Story,RL,Lvl,WD,Unf,PConc,2,234,6.3999999999999995,75.0,HdBoard,7,213000
37,2066,2,0.0,Attchd,15523,2,Plywood,3,1324,3,CollgCr,Normal,1,37.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.3,36.0,HdBoard,5,133500
11,3625,0,0.0,Detchd,45600,4,Wd Sdng,3,2358,3,ClearCr,Normal,3,100.0,1.5Fin,RL,Bnk,WD,Unf,BrkTil,2,486,6.6,75.0,Wd Sdng,10,240000
13,2895,0,360.0,Attchd,9600,3,Plywood,3,1855,3,Veenker,Normal,2,31.0,SLvl,RL,Lvl,WD,RFn,CBlock,2,113,6.299999999999999,80.0,Plywood,7,187000
4,2116,2,170.0,Attchd,4435,0,VinylSd,4,1507,4,CollgCr,Normal,1,4.0,1Story,RM,Lvl,WD,Fin,PConc,2,140,5.699999999999999,36.0,VinylSd,3,131500
3,3129,3,40.0,Attchd,3196,3,VinylSd,4,1456,4,Blmngtn,Normal,2,3.0,1Story,RL,Lvl,WD,Fin,PConc,2,143,7.1,,VinylSd,7,215000
57,2804,0,0.0,Detchd,7128,4,MetalSd,3,2010,3,Crawfor,Normal,2,66.0,2.5Unf,RL,Lvl,WD,Unf,CBlock,1,0,6.3999999999999995,53.0,MetalSd,7,164000
45,3217,3,115.0,Attchd,12095,2,HdBoard,3,2009,3,NAmes,Normal,1,45.0,SLvl,RL,Lvl,WD,RFn,CBlock,2,180,5.999999999999999,,MetalSd,7,158000
32,3996,1,0.0,Attchd,17920,4,Plywood,3,3170,3,Sawyer,Abnorml,1,51.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,4.7,102.0,Wd Sdng,6,170000
0,2340,0,0.0,Detchd,6897,0,HdBoard,3,1699,3,Sawyer,Normal,1,48.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.9,,HdBoard,6,127000
30,2542,3,0.0,Detchd,10970,0,HdBoard,4,1966,3,CollgCr,Normal,1,27.0,SLvl,RL,Low,WD,Unf,CBlock,2,0,5.999999999999999,,Plywood,5,147000
14,2526,0,0.0,Attchd,8125,3,HdBoard,4,1481,3,Gilbert,Normal,2,15.0,2Story,RL,Lvl,WD,Fin,PConc,2,0,5.699999999999999,65.0,HdBoard,6,174000
33,2939,0,189.0,Attchd,10400,3,HdBoard,4,1370,3,NWAmes,Family,2,33.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,6.3999999999999995,80.0,HdBoard,6,152000
22,4327,1,220.0,Attchd,11029,4,HdBoard,3,3273,4,NWAmes,Normal,2,38.0,2Story,RL,Lvl,WD,Unf,CBlock,2,0,6.299999999999999,,HdBoard,9,250000
9,2554,0,0.0,Detchd,7642,4,Wd Sdng,3,1426,4,Crawfor,Normal,1,82.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,7.299999999999999,55.0,Wd Sdng,7,189950
45,2582,1,0.0,Attchd,11625,0,HdBoard,3,1880,3,Sawyer,Normal,1,45.0,1Story,RL,Lvl,WD,Unf,PConc,2,0,4.7,75.0,Plywood,6,131500
25,2617,0,0.0,Attchd,9672,0,Plywood,4,1435,3,SawyerW,Normal,2,24.0,1Story,RL,Lvl,WD,Unf,PConc,2,0,5.699999999999999,81.0,HdBoard,6,152000
50,2968,0,0.0,Attchd,7931,0,Plywood,3,2296,3,NAmes,Normal,1,50.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,70.0,BrkFace,6,132500
0,3273,0,0.0,Attchd,8640,0,VinylSd,5,1372,4,Somerst,Partial,2,0.0,1Story,FV,Lvl,New,Fin,PConc,2,0,6.3999999999999995,72.0,VinylSd,6,250580
