MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NoBasement,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NoBasement,BsmtFinType2_Rec,BsmtFinType2_Unf
20,FV,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,4,0,0,0,1489,1489,GasA,5,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,2,776,3,3,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,816.0,5,3,PConc,5,3,2,1636,0,442,2078,GasA,5,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,5,7,Typ,1,4,Attchd,2007.0,Fin,3,1220,3,3,Y,188,45,0,0,0,0,0,6,2008,New,Partial,385000,False,True,False,False,False,False,False,False,False,False,False,True
45,RM,50.0,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,0,784,0,0,784,GasA,4,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,4,5,Typ,0,0,,,,0,0,0,0,Y,0,0,116,0,0,0,0,5,2008,WD,Normal,109500,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,20,0,1434,1454,GasA,5,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2001.0,RFn,2,527,3,3,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,189000,False,True,False,False,False,False,False,False,False,False,False,True
60,RL,,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,0.0,3,3,PConc,3,4,3,249,764,0,1013,GasA,3,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,3,7,Min2,0,0,Attchd,1967.0,Fin,2,538,3,3,Y,486,0,0,0,225,0,0,6,2009,WD,Abnorml,185000,False,False,True,False,False,False,False,False,False,False,False,False
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,4,3,PConc,4,3,0,0,0,600,600,GasA,5,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2005.0,RFn,2,480,3,3,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,147400,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,387.0,3,3,CBlock,3,3,0,1040,0,352,1392,GasA,3,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,3,6,Typ,2,4,Attchd,1957.0,RFn,2,458,3,3,Y,0,0,0,0,192,0,0,6,2008,WD,Normal,166000,False,False,False,False,True,False,False,False,False,False,False,True
160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,4,3,0,0,0,600,600,GasA,5,Y,SBrkr,520,600,80,1200,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2005.0,RFn,2,480,3,3,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,151000,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,44.0,9548,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,223.0,4,3,PConc,4,3,0,483,0,458,941,GasA,5,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,2003.0,RFn,2,613,3,3,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,237000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,100.0,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,180.0,3,3,CBlock,3,3,0,196,345,975,1516,GasA,3,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,1964.0,RFn,2,472,3,3,Y,0,0,0,0,152,0,0,2,2009,WD,Normal,167000,False,False,False,False,True,False,True,False,False,False,False,False
20,RL,75.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,136.0,3,3,CBlock,3,3,0,572,0,572,1144,GasA,4,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1961.0,Unf,2,456,3,3,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950,False,False,False,False,True,False,False,False,False,False,False,True
20,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,0.0,3,3,CBlock,4,3,0,442,0,625,1067,GasA,3,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,1,4,4,Min2,0,0,Attchd,1996.0,Unf,2,436,3,3,Y,290,0,0,0,0,0,0,2,2010,WD,Normal,128000,True,False,False,False,False,False,False,False,False,False,False,True
30,RM,90.0,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,BrkTil,3,3,0,338,0,1221,1559,GasA,4,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,1,3,5,Min2,0,0,Detchd,1948.0,Unf,2,812,3,3,Y,0,116,230,0,0,0,0,6,2007,COD,Normal,153500,False,False,False,False,True,False,False,False,False,False,False,True
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,158.0,3,3,CBlock,3,3,0,330,0,153,483,GasA,3,Y,SBrkr,483,504,0,987,1,0,1,1,2,1,3,5,Typ,0,0,Detchd,1973.0,Unf,1,264,3,3,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,100000,True,False,False,False,False,False,False,False,False,False,False,True
20,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,0,0,0,1099,1099,GasA,5,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,1,4,6,Typ,0,0,Attchd,1999.0,Unf,1,352,3,3,Y,278,0,0,0,0,0,0,6,2008,WD,Normal,144000,False,False,False,False,False,True,False,False,False,False,False,True
50,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,0,352,0,416,768,GasA,5,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,1946.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,130500,True,False,False,False,False,False,False,False,False,False,False,True
70,RH,,12155,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,156,0,516,672,GasA,3,N,SBrkr,810,672,0,1482,0,0,2,0,4,1,2,7,Typ,0,0,Detchd,1934.0,Unf,1,400,3,3,P,0,0,254,0,0,0,0,3,2008,WD,Normal,140000,True,False,False,False,False,False,False,False,False,False,False,True
70,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,3,3,0,0,0,650,650,GasA,4,Y,SBrkr,958,581,0,1539,0,0,2,0,3,1,4,8,Typ,1,1,Detchd,1983.0,Unf,2,686,4,3,P,70,78,68,0,0,0,0,6,2008,WD,Normal,157500,False,False,False,False,False,True,False,False,False,False,False,True
80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,183.0,3,3,CBlock,3,3,3,312,539,276,1127,GasA,3,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1966.0,RFn,2,490,4,4,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,174900,False,False,False,False,True,False,False,False,False,False,False,False
90,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,0,0,0,1800,1800,GasA,5,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,3,10,Typ,0,0,,,,0,0,0,0,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,141000,False,False,False,False,False,True,False,False,False,False,False,True
50,RM,100.0,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,1,0,0,876,876,GasA,4,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,3,7,Typ,1,4,Detchd,1949.0,Unf,3,720,3,3,Y,418,0,194,0,0,0,0,6,2008,WD,Normal,153900,False,False,False,False,False,True,False,False,False,False,False,True
85,RL,,16647,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,4,3,3,1390,0,0,1390,GasA,3,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,3,6,Min2,2,3,Basment,1975.0,Fin,2,611,3,3,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,171000,False,False,False,False,False,False,False,False,False,False,False,True
60,RL,75.0,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,137.0,4,3,PConc,4,3,0,513,0,227,740,GasA,5,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,1993.0,Unf,2,425,3,3,Y,234,72,192,0,0,0,0,7,2009,WD,Normal,213000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,36.0,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,0.0,3,3,CBlock,3,3,2,460,0,404,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,5,Typ,1,2,Attchd,1972.0,Unf,1,338,3,3,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,133500,True,False,False,False,False,False,False,False,False,False,False,True
50,RL,75.0,45600,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,0,0,907,907,GasA,3,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,3,10,Typ,1,4,Detchd,1908.0,Unf,2,360,2,3,Y,486,40,0,0,175,0,0,9,2008,WD,Normal,240000,False,False,False,False,False,True,False,False,False,False,False,True
80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,360.0,4,4,CBlock,3,3,0,0,0,528,528,GasA,5,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1976.0,RFn,2,512,3,3,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,187000,False,False,False,False,False,True,False,False,False,False,False,True
120,RM,36.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,170.0,4,3,PConc,4,3,2,659,0,189,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,0,0,Attchd,2003.0,Fin,2,420,3,3,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,131500,False,True,False,False,False,False,False,False,False,False,False,True
120,RL,,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,40.0,4,3,PConc,4,3,3,0,0,1273,1273,GasA,5,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,4,7,Typ,1,3,Attchd,2003.0,Fin,2,400,3,3,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,215000,False,False,False,False,False,True,False,False,False,False,False,True
75,RL,53.0,7128,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,0,364,0,554,918,GasA,4,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,3,7,Typ,2,4,Detchd,1941.0,Unf,1,240,3,3,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,164000,False,False,False,False,True,False,False,False,False,False,False,True
80,RL,,12095,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,115.0,3,4,CBlock,3,3,3,564,0,563,1127,GasA,3,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,7,Typ,1,2,Attchd,1964.0,RFn,2,645,3,3,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,158000,False,False,False,False,True,False,False,False,False,False,False,True
20,RL,102.0,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,0.0,3,3,CBlock,3,3,1,306,1085,372,1763,GasA,3,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,Typ,1,4,Attchd,1955.0,Unf,2,454,3,3,Y,0,418,0,0,312,0,0,7,2006,WD,Abnorml,170000,False,False,False,False,False,False,False,False,False,False,True,False
20,RL,,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,0.0,3,4,CBlock,3,3,0,659,0,381,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,Typ,0,0,Detchd,1962.0,Unf,1,260,3,3,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,127000,False,False,False,False,False,False,False,False,False,False,False,True
80,RL,,10970,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,0.0,3,3,CBlock,4,4,3,505,435,0,940,GasA,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,1981.0,Unf,2,576,3,2,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,147000,False,True,False,False,False,False,False,False,True,False,False,False
60,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,PConc,4,3,0,0,0,702,702,GasA,4,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,1994.0,Fin,2,343,3,3,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,174000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,189.0,3,3,CBlock,4,3,0,0,0,1090,1090,GasA,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,Typ,1,3,Attchd,1976.0,RFn,2,479,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Family,152000,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,220.0,3,3,CBlock,3,3,1,619,0,435,1054,GasA,3,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,Typ,1,4,Attchd,1968.0,Unf,2,619,3,3,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,250000,True,False,False,False,False,False,False,False,False,False,False,True
50,RL,55.0,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,3,BrkTil,3,3,0,0,0,912,912,GasA,4,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,7,Typ,1,4,Detchd,1925.0,Unf,1,216,3,3,Y,0,240,0,0,0,0,0,6,2007,WD,Normal,189950,False,False,False,False,False,True,False,False,False,False,False,True
190,RL,75.0,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,0.0,3,3,PConc,3,3,1,841,0,198,1039,GasA,5,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1965.0,Unf,2,504,3,3,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,131500,True,False,False,False,False,False,False,False,False,False,False,True
20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,0.0,3,3,PConc,4,3,0,338,0,702,1040,GasA,3,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,1986.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,152000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,0.0,3,3,CBlock,3,3,0,1148,0,0,1148,GasA,3,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,Unf,1,672,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,132500,True,False,False,False,False,False,False,False,False,False,False,True
20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,5,3,0,0,0,1372,1372,GasA,5,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2008.0,Fin,2,529,3,3,Y,0,140,0,0,0,0,0,5,2008,New,Partial,250580,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,,8750,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,76.0,3,3,CBlock,3,3,0,828,0,174,1002,GasA,3,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,Typ,0,0,Detchd,1973.0,Unf,2,902,3,3,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,148500,True,False,False,False,False,False,False,False,False,False,False,True
20,RL,67.0,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,274.0,4,3,PConc,4,3,2,0,0,1638,1638,GasA,5,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3,870,3,3,Y,192,80,0,0,0,0,0,11,2007,New,Partial,248900,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,85.0,6970,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,932,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,Typ,0,0,Attchd,1961.0,RFn,2,544,3,3,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,129000,False,False,False,False,False,False,False,False,False,False,False,True
60,RL,,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,0.0,3,3,Slab,0,0,0,0,0,0,0,GasA,4,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,Typ,1,3,Attchd,1979.0,Unf,2,672,3,3,P,120,144,0,0,0,0,0,5,2006,WD,Normal,169000,False,False,False,True,False,False,False,False,False,True,False,False
60,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,246.0,4,3,PConc,4,3,0,750,0,300,1050,GasA,5,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,8,Typ,1,3,Attchd,1993.0,Fin,2,574,3,3,Y,156,90,0,0,0,0,0,6,2010,WD,Normal,236000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,0,0,0,894,894,GasA,4,N,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1962.0,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,109500,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,116.0,3,3,PConc,4,3,0,505,0,299,804,GasA,5,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,1998.0,RFn,2,523,3,3,Y,0,77,0,0,0,0,0,6,2010,WD,Normal,200500,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,74.0,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,0.0,4,3,Stone,3,3,2,0,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,Typ,0,0,Attchd,1953.0,Unf,2,414,3,3,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,116000,False,False,False,False,False,True,False,False,False,False,False,True
40,RL,60.0,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,0.0,4,3,CBlock,3,3,0,375,0,457,832,GasA,4,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,Typ,1,4,Attchd,1949.0,Unf,1,288,3,3,Y,0,28,0,0,0,0,0,9,2009,WD,Normal,133000,False,False,False,False,True,False,False,False,False,False,False,True
50,RM,52.0,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,0,0,676,676,GasA,5,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,Typ,0,0,Detchd,1941.0,Unf,1,200,3,3,Y,26,0,0,0,0,0,0,8,2009,WD,Abnorml,66500,False,False,False,False,False,True,False,False,False,False,False,True
60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,0.0,4,3,PConc,4,3,2,64,0,1120,1184,GasA,5,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,11,Typ,1,4,BuiltIn,2007.0,Fin,2,550,3,3,Y,208,364,0,0,0,0,0,8,2007,New,Partial,303477,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,94.0,25286,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,0.0,3,3,PConc,3,3,3,633,0,431,1064,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1963.0,Unf,2,648,3,3,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,132250,False,False,False,False,False,False,False,False,False,False,False,True
60,RL,74.0,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,216.0,4,3,PConc,5,3,0,1170,0,292,1462,GasA,5,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,10,Typ,1,4,Attchd,2004.0,Fin,3,738,3,3,Y,184,0,0,0,0,0,0,6,2009,WD,Normal,350000,False,True,False,False,False,False,False,False,False,False,False,True
